Key,Year,Identifier,Model,Model2,Category,Validation,Training (%),Test (%),Time Horizon,Time Horizon (Months),Rank within study,RMSE,nRMSE,R-Squared,R,MAE,MAPE,MASE,CORR,ME,SMAPE,MSE,Lambda,CVE,Pearson's correlation coefficient (ρ),Note/Input Variables,EXCLUDE
SRQRLHM5,2021,"Handari, 2021",GRU,GRU,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,2,0.17249,,,,,,,,,,,,,,North Jakarta District with 300 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",GRU,GRU,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,2,0.1736,,,,,,,,,,,,,,North Jakarta District with 400 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,2,0.182761,,,,,,,,,,,,,,East Jakarta District with 400 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",GRU,GRU,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,2,0.18958,,,,,,,,,,,,,,West Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",GRU,GRU,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,2,0.20533,,,,,,,,,,,,,,North Jakarta District with 400 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",GRU,GRU,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,2,0.20974,,,,,,,,,,,,,,North Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.21604,,,,,,,,,,,,,,Central Jakarta District with 400 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.21945,,,,,,,,,,,,,,Central Jakarta District with 300 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.22586,,,,,,,,,,,,,,West Jakarta District with 400 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.22722,,,,,,,,,,,,,,West Jakarta District with 300 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.24361,,,,,,,,,,,,,,Central Jakarta District with 400 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.24927,,,,,,,,,,,,,,Central Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.26374,,,,,,,,,,,,,,West Jakarta District with 400 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.26549,,,,,,,,,,,,,,West Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.29351,,,,,,,,,,,,,,South Jakarta District with 300 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.29657,,,,,,,,,,,,,,South Jakarta District with 400 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.30613,,,,,,,,,,,,,,North Jakarta District with 300 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.31161,,,,,,,,,,,,,,North Jakarta District with 400 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,1,0.35603,,,,,,,,,,,,,,South Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.36189,,,,,,,,,,,,,,South Jakarta District with 400 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.36957,,,,,,,,,,,,,,North Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.37687,,,,,,,,,,,,,,North Jakarta District with 400 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.41531,,,,,,,,,,,,,,East Jakarta District with 300 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,70,30,Weekly,not clear,3,0.42508,,,,,,,,,,,,,,East Jakarta District with 400 Epochs and Data Composition of 70/30,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.48413,,,,,,,,,,,,,,East Jakarta District with 300 Epochs and Data Composition of 80/20,
SRQRLHM5,2021,"Handari, 2021",ENN,ENN,Deep Learning,Training/Testing Data,80,20,Weekly,not clear,3,0.49568,,,,,,,,,,,,,,East Jakarta District with 400 Epochs and Data Composition of 80/20,
TPRBYY4S,2024,"Hasan, 2024",SARIMA,SARIMA,Time Series,forecasting for a future,-,-,12m,12,1,5175.86,,,,1246.442,,,,,,"26,789,531.84",,,," (1, 1, 2)(1, 1, 2)₁₂ (Here, s=12 indicates the monthly seasonality).",
TPRBYY4S,2024,"Hasan, 2024",ARIMA,ARIMA,Time Series,forecasting for a future ,-,-,12m,12,2,5343.23,,,,1266.08,,,,,,"28,550,102.05",,,," (1, 1, 1)",
DIW5FELA,2015,"Ho, 2015",STL,STL,Time Series,Training/Testing Data,80,20,1Y 2M,14,1,154.42,,,,90.37,18.39,0.79,,,,,,,,STL decomposition with Loess,
DIW5FELA,2015,"Ho, 2015",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,80,20,1Y 2M,14,2,164.83,,,,66.45,20.87,0.87,,,,,,,,"STL +ETS (M,A,N)",
DIW5FELA,2015,"Ho, 2015",STL,STL,Time Series,Training/Testing Data,80,20,1Y 2M,14,3,177.27,,,,96.42,19.97,0.84,,,,,,,,STL with random walk,
DIW5FELA,2015,"Ho, 2015",Damped Holt's,Damped Holt's,Time Series,Training/Testing Data,80,20,1Y 2M,14,5,215.25,,,,110.4,23.01,0.97,,,,,,,,Damped Holt’s with exponential trend,
DIW5FELA,2015,"Ho, 2015",Damped Holt's,Damped Holt's,Time Series,Training/Testing Data,80,20,1Y 2M,14,6,215.56,,,,112,22.98,0.98,,,,,,,,Damped Holt’s,
DIW5FELA,2015,"Ho, 2015",ARIMA,ARIMA,Time Series,Training/Testing Data,80,20,1Y 2M,14,4,215.79,,,,108.55,23.94,0.95,,,,,,,,"ARIMA (1,0,1)(0,1,1)",
DIW5FELA,2015,"Ho, 2015",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,80,20,1Y 2M,14,7,216.3,,,,111.38,23.16,0.97,,,,,,,,"ETS (M,Ad,N)",
DIW5FELA,2015,"Ho, 2015",Damped Holt's,Damped Holt's,Time Series,Training/Testing Data,80,20,1Y 2M,14,8,216.35,,,,112.21,23.19,0.98,,,,,,,,Holt’s with exponential trend,
DIW5FELA,2015,"Ho, 2015",SARIMA,SARIMA,Time Series,Training/Testing Data,80,20,1Y 2M,14,9,216.4,,,,107.7,24.03,0.94,,,,,,,,"Seasonal ARIMA (0,1,1)(0,1,1)",
DIW5FELA,2015,"Ho, 2015",Damped Holt's,Damped Holt's,Time Series,Training/Testing Data,80,20,1Y 2M,14,10,216.78,,,,111.18,23.29,0.97,,,,,,,,Holt’s method,
QRYRNH5F,2015,"Jayashree, 2015",SARIMA,SARIMA,Time Series,Not clear,Not clear,Not clear,4Y,48,1,70.87701,,,,39.90616,,,,8.079875,,,,,,,
QRYRNH5F,2015,"Jayashree, 2015",ARIMA,ARIMA,Time Series,Not clear,Not clear,Not clear,4Y,48,2,72.44531,,,,40.1471,,,,8.015842,,,,,,,
GSTGQS8R,2021,"Juraphanthong, 2021",ARIMAS,Hybrid ,Hybrid ,Not clear,Not clear,Not clear,Monthly ,not clear,1,24.2866,,,,,0.7665,,,,,,,,,,
GSTGQS8R,2021,"Juraphanthong, 2021",ARIMA,ARIMA,Time Series,Not clear,Not clear,Not clear,Monthly ,not clear,2,25.9706,,,,,0.7879,,,,,,,,,,
GSTGQS8R,2021,"Juraphanthong, 2021",ARIMAX,ARIMAX,Time Series,Not clear,Not clear,Not clear,Monthly ,not clear,3,27.4462,,,,,0.7791,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",LSTM,LSTM,Deep Learning,k-fold cross-validation,90,10,1M,1,1,0.345,,0.86,0.93,,,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",SVM,SVM,Machine Learning,k-fold cross-validation,90,10,1M,1,2,0.41,,0.8,0.9,,,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",LSTM,LSTM,Deep Learning,k-fold cross-validation,90,10,1M,1,3,0.421,,0.79,0.89,,,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",SVM,SVM,Machine Learning,k-fold cross-validation,90,10,1M,1,4,0.441,,0.77,0.88,,,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",GBM,GBM,Machine Learning,k-fold cross-validation,90,10,1M,1,5,0.503,,0.7,0.84,,,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",VAR,VAR,Time Series,k-fold cross-validation,90,10,1M,1,6,0.572,,0.67,0.81,,,,,,,,,,,,
8WDC7ZG8,2023,"Kakarla, 2023",GBM,GBM,Machine Learning,k-fold cross-validation,90,10,1M,1,7,1.656,,0.36,0.6,,,,,,,,,,,,
59CV2SME,2020,"Kerdprasop, 2020",ANFIS,ANFIS,Deep Learning,Training/Testing Data,90,10,1Y,12,1,216.536,,,,151.511,,,0.835,,,,,,,,
59CV2SME,2020,"Kerdprasop, 2020",MLP,MLP,Deep Learning,Training/Testing Data,90,10,1Y,12,2,236.613,,,,200.681,,,0.501,,,,,,,,
59CV2SME,2020,"Kerdprasop, 2020",GLM,GLM,Machine Learning,Training/Testing Data,90,10,1Y,12,3,280.076,,,,217.706,,,0.501,,,,,,,,
59CV2SME,2020,"Kerdprasop, 2020",DT,DT,Machine Learning,Training/Testing Data,90,10,1Y,12,4,292.826,,,,217.018,,,0.515,,,,,,,,
